Event_ID,Event Year,Event Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
1018,2020-01-01,January,2020-01-24 00:00:00,04:34:00,,,California:,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
1019,2020-01-01,January,2020-01-27 00:00:00,14:10:00,2020-01-27 00:00:00.000000000,18:58:00,North Dakota: South Dakota: Montana:,MRO,System Operations,540,130000,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1020,2020-01-01,January,2020-01-30 00:00:00,03:01:00,2020-01-30 00:00:00.000000000,04:36:00,North Dakota: Burleigh County;,MRO,Transmission Interruption,75,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1021,2020-01-01,January,2020-01-31 00:00:00,09:50:00,2020-02-03 00:00:00.000000000,10:00:00,California:,WECC,Suspicious Activity,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
1022,2020-01-01,February,2020-02-06 00:00:00,14:29:00,2020-02-07 00:00:00.000000000,12:44:00,North Carolina:,SERC,Severe WeatherDistribution Interruption,Unknown,284256,Loss of electric service to more than 50000 customers for 1 hour or more
1023,2020-01-01,February,2020-02-06 00:00:00,13:30:00,2020-02-07 00:00:00.000000000,20:08:00,North Carolina: South Carolina:,SERC,Severe WeatherTransmission Interruption,Unknown,89500,Loss of electric service to more than 50000 customers for 1 hour or more
1024,2020-01-01,February,2020-02-07 00:00:00,16:25:00,2020-02-08 00:00:00.000000000,12:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,123359,Loss of electric service to more than 50000 customers for 1 hour or more
1025,2020-01-01,February,2020-02-07 00:00:00,14:42:00,2020-02-10 00:00:00.000000000,09:25:00,New York:,NPCC,Severe Weather,Unknown,7500,Loss of electric service to more than 50000 customers for 1 hour or more
1026,2020-01-01,February,2020-02-07 00:00:00,11:00:00,,,Pennsylvania:,RF,Severe WeatherDistribution Interruption,Unknown,52000,Loss of electric service to more than 50000 customers for 1 hour or more
1027,2020-01-01,February,2020-02-07 00:00:00,08:48:00,,,Virginia: North Carolina:,SERC,Severe Weather,Unknown,87000,Loss of electric service to more than 50000 customers for 1 hour or more
1028,2020-01-01,February,2020-02-08 00:00:00,13:56:00,2020-02-08 00:00:00.000000000,15:04:00,California:,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1029,2020-01-01,February,2020-02-09 00:00:00,09:30:00,2020-02-09 00:00:00.000000000,21:40:00,"California: Alameda County, Contra Costa County, El Dorado County, Nevada County, Placer County, Sierra County, Santa Clara County, Napa County, Marin County, Santa Cruz County;",WECC,Severe Weather,500,145000,Loss of electric service to more than 50000 customers for 1 hour or more
1030,2020-01-01,February,2020-02-11 00:00:00,02:53:00,2020-02-11 00:00:00.000000000,13:30:00,Texas: Sterling County;,TRE,System Operations,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
1031,2020-01-01,February,2020-02-11 00:00:00,07:13:00,2020-02-11 00:00:00.000000000,16:00:00,Oregon: Clackamas County;,WECC,Transmission Interruption,Unknown,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1032,2020-01-01,February,2020-02-12 00:00:00,07:36:00,2020-02-12 00:00:00.000000000,08:53:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1033,2020-01-01,February,2020-02-13 00:00:00,08:01:00,2020-02-13 00:00:00.000000000,14:38:00,Oregon:,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1034,2020-01-01,February,2020-02-17 00:00:00,09:47:00,2020-02-17 00:00:00.000000000,15:31:00,Alabama: Chambers County;,SERC,Vandalism,97,,Damage or destruction of its Facility that results from actual or suspected intentional human action
1035,2020-01-01,February,2020-02-17 00:00:00,13:18:00,2020-02-20 00:00:00.000000000,09:51:00,Michigan: Eaton County;,RF,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1036,2020-01-01,February,2020-02-17 00:00:00,04:00:00,,,Northern and Central California;,WECC,Severe Weather,91,70000,Loss of electric service to more than 50000 customers for 1 hour or more
1037,2020-01-01,February,2020-02-18 00:00:00,13:00:00,2020-02-18 00:00:00.000000000,14:00:00,California: Kern County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1038,2020-01-01,February,2020-02-25 00:00:00,11:45:00,2020-02-25 00:00:00.000000000,13:00:00,California: Los Angeles County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1039,2020-01-01,February,2020-02-26 00:00:00,16:30:00,2020-02-26 00:00:00.000000000,17:02:00,Oklahoma:,SPP RE,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1040,2020-01-01,February,2020-02-26 00:00:00,17:00:00,2020-02-26 00:00:00.000000000,18:05:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1041,2020-01-01,February,2020-02-26 00:00:00,11:29:00,2020-02-26 00:00:00.000000000,12:14:00,South Dakota: Wyoming: Colorado:,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1042,2020-01-01,February,2020-02-29 00:00:00,01:45:00,2020-02-29 00:00:00.000000000,02:30:00,"Nevada: Clark County, Washoe County;",WECC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1043,2020-01-01,March,2020-03-01 00:00:00,11:27:00,2020-03-01 00:00:00.000000000,21:47:00,Mississippi: Rankin County;,SERC,Transmission Interruption,19,3136,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1044,2020-01-01,March,2020-03-01 00:00:00,22:15:00,,,New York:,NPCC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1045,2020-01-01,March,2020-03-01 00:00:00,08:00:00,,,Western NY,NPCC,Fuel Supply Deficiency,675,,Fuel supply emergencies that could impact electric power system adequacy or reliability
1046,2020-01-01,March,2020-03-02 00:00:00,01:43:00,2020-03-02 00:00:00.000000000,02:43:00,"Nevada: Clark County, Washoe County;",WECC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1047,2020-01-01,March,2020-03-03 00:00:00,14:30:00,2020-03-03 00:00:00.000000000,14:31:00,Alabama:,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1048,2020-01-01,March,2020-03-08 00:00:00,22:10:00,2020-03-09 00:00:00.000000000,01:02:00,Texas: Llano County;,TRE,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1049,2020-01-01,March,2020-03-12 00:00:00,01:03:00,2020-03-12 00:00:00.000000000,03:00:00,Pennsylvania:,RF,Transmission Interruption,40,15864,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1050,2020-01-01,March,2020-03-16 00:00:00,12:01:00,2020-03-16 00:00:00.000000000,13:10:00,California:,WECC,Severe Weather,165,110800,Loss of electric service to more than 50000 customers for 1 hour or more
1051,2020-01-01,March,2020-03-16 00:00:00,08:00:00,2020-03-16 00:00:00.000000000,08:01:00,California: Los Angeles County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1052,2020-01-01,March,2020-03-16 00:00:00,08:00:00,2020-03-16 00:00:00.000000000,08:01:00,California: Los Angeles County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1053,2020-01-01,March,2020-03-17 00:00:00,10:30:00,2020-03-17 00:00:00.000000000,11:41:00,Michigan: Washtenaw County;,RF,System Operations,6062,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1054,2020-01-01,March,2020-03-18 00:00:00,07:09:00,,,Utah:,WECC,Natural Disaster,237,73000,Loss of electric service to more than 50000 customers for 1 hour or more
1055,2020-01-01,March,2020-03-19 00:00:00,17:05:00,2020-03-19 00:00:00.000000000,17:43:00,Minnesota: St. Louis County;,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1056,2020-01-01,March,2020-03-20 00:00:00,22:20:00,2020-03-20 00:00:00.000000000,23:30:00,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1057,2020-01-01,March,2020-03-20 00:00:00,23:38:00,2020-03-20 00:00:00.000000000,23:59:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1058,2020-01-01,March,2020-03-20 00:00:00,23:45:00,2020-03-21 00:00:00.000000000,00:30:00,Connecticut: Massachusetts:,NPCC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more
1059,2020-01-01,March,2020-03-23 00:00:00,00:15:00,2020-03-25 00:00:00.000000000,17:11:00,Wisconsin: Columbia County;,MRO,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1060,2020-01-01,March,2020-03-23 00:00:00,14:15:00,2020-03-23 00:00:00.000000000,16:37:00,Virginia:,SERC,Sabotage,Unknown,1018,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1061,2020-01-01,March,2020-03-24 00:00:00,12:45:00,2020-03-24 00:00:00.000000000,14:00:00,California: Nevada County;,WECC,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1062,2020-01-01,March,2020-03-24 00:00:00,02:55:00,2020-03-24 00:00:00.000000000,06:50:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,51026,Loss of electric service to more than 50000 customers for 1 hour or more
1063,2020-01-01,March,2020-03-25 00:00:00,10:31:00,,,Nevada: Clark County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1064,2020-01-01,March,2020-03-26 00:00:00,21:29:00,2020-03-26 00:00:00.000000000,21:47:00,Ohio:,RF,Transmission Interruption,19,11964,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1065,2020-01-01,March,2020-03-27 00:00:00,13:06:00,2020-03-27 00:00:00.000000000,13:58:00,"Delaware: Kent County, New Castle County, Sussex County; Maryland: Cecil County, Harford County, Talbot County, Kent County, Queen Anne&#39;s County, Dorchester County, Wicomico County, Worcester County, Somerset County;",RF,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1066,2020-01-01,March,2020-03-27 00:00:00,13:06:00,2020-03-27 00:00:00.000000000,13:58:00,"New Jersey: Atlantic County, Cape May County, Cumberland County, Gloucester County, Salem County;",RF,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1067,2020-01-01,March,2020-03-29 00:00:00,20:27:00,2020-03-29 00:00:00.000000000,23:04:00,Mississippi: Panola County;,SERC,Transmission Interruption,4,1558,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1068,2020-01-01,March,2020-03-31 00:00:00,11:45:00,2020-03-31 00:00:00.000000000,20:00:00,Alabama: Georgia:,SERC,Severe Weather,412,57744,Loss of electric service to more than 50000 customers for 1 hour or more
1069,2020-01-01,April,2020-04-01 00:00:00,21:43:00,2020-04-01 00:00:00.000000000,22:18:00,Illinois: Williamson County;,SERC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1070,2020-01-01,April,2020-04-02 00:00:00,18:41:00,2020-04-02 00:00:00.000000000,19:23:00,Texas: Travis County;,TRE,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1071,2020-01-01,April,2020-04-02 00:00:00,13:37:00,2020-04-02 00:00:00.000000000,14:43:00,Nebraska: York County;,MRO,Transmission Interruption,5,,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1072,2020-01-01,April,2020-04-02 00:00:00,20:45:00,,,Washington: Wallula,WECC,Vandalism,Unknown,,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1073,2020-01-01,April,2020-04-03 00:00:00,09:13:00,,,Nevada: Clark County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1074,2020-01-01,April,2020-04-05 00:00:00,02:30:00,2020-04-05 00:00:00.000000000,03:01:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1075,2020-01-01,April,2020-04-05 00:00:00,15:46:00,2020-04-05 00:00:00.000000000,17:35:00,California: Stanislaus County;,WECC,Severe Weather,7,6814,Electrical System Separation Islanding where part or parts of power grid remains operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
1076,2020-01-01,April,2020-04-07 00:00:00,23:39:00,2020-04-07 00:00:00.000000000,23:46:00,Washington:,WECC,Transmission Interruption,0,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1077,2020-01-01,April,2020-04-08 00:00:00,21:57:00,2020-04-09 00:00:00.000000000,08:59:00,Ohio: Kentucky:,RF,Severe Weather,Unknown,78314,Loss of electric service to more than 50000 customers for 1 hour or more
1078,2020-01-01,April,2020-04-08 00:00:00,22:03:00,2020-04-09 00:00:00.000000000,07:36:00,Indiana:,RF,Severe Weather,Unknown,93000,Loss of electric service to more than 50000 customers for 1 hour or more
1079,2020-01-01,April,2020-04-08 00:00:00,01:21:00,2020-04-08 00:00:00.000000000,03:56:00,Ohio:,WECC,Severe Weather,Unknown,82509,Loss of electric service to more than 50000 customers for 1 hour or more
1080,2020-01-01,April,2020-04-09 00:00:00,19:25:00,2020-04-10 00:00:00.000000000,03:30:00,Texas: Harris County;,TRE,Severe Weather,Unknown,95000,Loss of electric service to more than 50000 customers for 1 hour or more
1081,2020-01-01,April,2020-04-09 00:00:00,19:40:00,2020-04-11 00:00:00.000000000,22:00:00,Maine:,NPCC,Severe Weather,Unknown,340000,Loss of electric service to more than 50000 customers for 1 hour or more
1082,2020-01-01,April,2020-04-09 00:00:00,07:34:00,2020-04-09 00:00:00.000000000,17:40:00,Wisconsin: Dane County;,RF,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more
1083,2020-01-01,April,2020-04-10 00:00:00,10:00:00,2020-04-10 00:00:00.000000000,16:19:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1084,2020-01-01,April,2020-04-10 00:00:00,16:00:00,,,Nevada: White Pine County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1085,2020-01-01,April,2020-04-11 00:00:00,11:24:00,2020-04-11 00:00:00.000000000,11:42:00,Wyoming:,WECC,Transmission Interruption,0,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1086,2020-01-01,April,2020-04-11 00:00:00,17:40:00,2020-04-11 00:00:00.000000000,17:51:00,Utah: Salt Lake City,WECC,Suspicious Activity,Unknown,,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1087,2020-01-01,April,2020-04-12 00:00:00,20:45:00,,,Arkansas:,SPP RE,Severe Weather,Unknown,95318,Loss of electric service to more than 50000 customers for 1 hour or more
1088,2020-01-01,April,2020-04-12 00:00:00,13:00:00,2020-04-12 00:00:00.000000000,19:27:00,"Louisiana: Acadia Parish, Iberville Parish, Jefferson Davis Parish, Concordia Parish, Winn Parish, Catahoula Parish, Terrebonne Parish, St. Mary Parish;",SERC,Severe Weather,122,37991,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1089,2020-01-01,April,2020-04-12 00:00:00,20:30:00,2020-04-14 00:00:00.000000000,09:00:00,Arkansas:,SPP RE,Severe Weather,Unknown,51000,Loss of electric service to more than 50000 customers for 1 hour or more
1090,2020-01-01,April,2020-04-12 00:00:00,21:28:00,2020-04-15 00:00:00.000000000,12:00:00,Virginia: West Virginia:,RF,Severe Weather,Unknown,104000,Loss of electric service to more than 50000 customers for 1 hour or more
1091,2020-01-01,April,2020-04-12 00:00:00,17:00:00,2020-04-14 00:00:00.000000000,01:25:00,Mississippi: Alabama: Georgia:,SERC,Severe Weather,448,62828,Loss of electric service to more than 50000 customers for 1 hour or more
1092,2020-01-01,April,2020-04-12 00:00:00,18:13:00,2020-04-13 00:00:00.000000000,15:23:00,Texas:,TRE,Severe Weather,Unknown,63289,Loss of electric service to more than 50000 customers for 1 hour or more
1093,2020-01-01,April,2020-04-13 00:00:00,03:30:00,2020-04-14 00:00:00.000000000,18:18:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,216400,Loss of electric service to more than 50000 customers for 1 hour or more
1094,2020-01-01,April,2020-04-13 00:00:00,00:45:00,2020-04-13 00:00:00.000000000,03:00:00,Tennessee: Hamilton County;,SERC,Severe Weather,Unknown,120000,Loss of electric service to more than 50000 customers for 1 hour or more
1095,2020-01-01,April,2020-04-13 00:00:00,08:08:00,,,South Carolina:,SERC,Severe Weather,Unknown,72233,Loss of electric service to more than 50000 customers for 1 hour or more
1096,2020-01-01,April,2020-04-13 00:00:00,10:25:00,2020-04-13 00:00:00.000000000,18:55:00,North Carolina:,SERC,Severe Weather,Unknown,95000,Loss of electric service to more than 50000 customers for 1 hour or more
1097,2020-01-01,April,2020-04-13 00:00:00,13:05:00,2020-04-14 00:00:00.000000000,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,68476,Loss of electric service to more than 50000 customers for 1 hour or more
1098,2020-01-01,April,2020-04-13 00:00:00,07:31:00,2020-04-13 00:00:00.000000000,14:00:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,,Loss of electric service to more than 50000 customers for 1 hour or more
1099,2020-01-01,April,2020-04-16 00:00:00,11:30:00,2020-04-16 00:00:00.000000000,15:45:00,Georgia:,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1100,2020-01-01,April,2020-04-18 00:00:00,19:38:00,,,Nevada: Washoe County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1101,2020-01-01,April,2020-04-19 00:00:00,01:14:00,2020-04-20 00:00:00.000000000,11:42:00,North Dakota: Burleigh County;,MRO,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1102,2020-01-01,April,2020-04-20 00:00:00,12:42:00,2020-04-20 00:00:00.000000000,13:27:00,South Dakota: Deuel County;,MRO,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1103,2020-01-01,April,2020-04-20 00:00:00,00:59:00,2020-04-20 00:00:00.000000000,08:40:00,Alabama: Mississippi: Georgia: Florida:,SERC,Severe Weather,552,77341,Loss of electric service to more than 50000 customers for 1 hour or more
1104,2020-01-01,April,2020-04-23 00:00:00,04:30:00,2020-04-23 00:00:00.000000000,07:00:00,Mississippi: Arkansas: Louisiana:,SERC,Severe Weather,Unknown,55184,Loss of electric service to more than 50000 customers for 1 hour or more
1105,2020-01-01,April,2020-04-23 00:00:00,08:00:00,2020-04-23 00:00:00.000000000,23:40:00,Alabama: Georgia: Mississippi: Florida:,SERC,Severe Weather,375,52163,Loss of electric service to more than 50000 customers for 1 hour or more
1106,2020-01-01,April,2020-04-24 00:00:00,22:00:00,,,Nevada: White Pine County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1107,2020-01-01,April,2020-04-24 00:00:00,21:00:00,2020-04-24 00:00:00.000000000,21:33:00,"California: Placer County, Nevada County;",WECC,System Operations,5,945,Electrical System Separation Islanding where part or parts of power grid remains operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
1108,2020-01-01,April,2020-04-25 00:00:00,21:25:00,2020-04-25 00:00:00.000000000,21:56:00,Oregon: Multnomah County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1109,2020-01-01,April,2020-04-26 00:00:00,01:38:00,,,Florida:,FRCC,Severe Weather,Unknown,49999,Loss of electric service to more than 50000 customers for 1 hour or more
1110,2020-01-01,April,2020-04-28 00:00:00,20:01:00,2020-04-28 00:00:00.000000000,23:21:00,Texas: Jefferson County;,TRE,Transmission Interruption,14,1,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1111,2020-01-01,April,2020-04-29 00:00:00,06:00:00,2020-04-29 00:00:00.000000000,12:31:00,Louisiana:,SERC,Severe Weather,Unknown,77933,Loss of electric service to more than 50000 customers for 1 hour or more
1112,2020-01-01,April,2020-04-29 00:00:00,05:55:00,2020-04-29 00:00:00.000000000,19:00:00,Texas: Harris County;,TRE,Severe Weather,Unknown,146660,Loss of electric service to more than 50000 customers for 1 hour or more
1113,2020-01-01,April,2020-04-30 00:00:00,15:00:00,,,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Severe Weather,Unknown,78007,Loss of electric service to more than 50000 customers for 1 hour or more
1114,2020-01-01,May,2020-05-04 00:00:00,11:59:00,2020-05-07 00:00:00.000000000,20:00:00,Tennessee: Davidson County;,SERC,Severe Weather,500,130000,Loss of electric service to more than 50000 customers for 1 hour or more
1115,2020-01-01,May,2020-05-08 00:00:00,13:45:00,2020-05-08 00:00:00.000000000,13:46:00,Nevada: Nye County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1116,2020-01-01,May,2020-05-13 00:00:00,23:16:00,2020-05-14 00:00:00.000000000,13:52:00,Indiana: Hendricks County;,RF,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more
1117,2020-01-01,May,2020-05-13 00:00:00,05:12:00,2020-05-13 00:00:00.000000000,14:07:00,Washington:,WECC,Transmission Interruption,0,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1118,2020-01-01,May,2020-05-14 00:00:00,11:23:00,2020-05-14 00:00:00.000000000,11:25:00,Oregon: Jackson County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability or vandalism which targets components of any security systems
1119,2020-01-01,May,2020-05-15 00:00:00,17:55:00,2020-05-17 00:00:00.000000000,18:00:00,New York: Saratoga County;,NPCC,Severe Weather,Unknown,52,Loss of electric service to more than 50000 customers for 1 hour or more
1120,2020-01-01,May,2020-05-16 00:00:00,00:00:00,2020-05-16 00:00:00.000000000,00:30:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1121,2020-01-01,May,2020-05-18 00:00:00,23:51:00,2020-05-19 00:00:00.000000000,04:37:00,South Carolina:,SERC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more
1122,2020-01-01,May,2020-05-18 00:00:00,09:27:00,2020-05-18 00:00:00.000000000,10:15:00,Oregon: Clackamas County;,WECC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more
1123,2020-01-01,May,2020-05-19 00:00:00,20:04:00,2020-05-19 00:00:00.000000000,22:00:00,Alabama: Jefferson County;,SERC,Vandalism,8,6000,Damage or destruction of its Facility that results from actual or suspected intentional human action
1124,2020-01-01,May,2020-05-19 00:00:00,08:17:00,2020-05-19 00:00:00.000000000,08:18:00,Idaho: Bonneville County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1125,2020-01-01,May,2020-05-19 00:00:00,13:45:00,2020-05-19 00:00:00.000000000,13:46:00,Arkansas:,SPP RE,Suspicious Activity,0,0,Physical threat to its Facility excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the Facility Or suspicious device or activity at its Facility
1126,2020-01-01,May,2020-05-20 00:00:00,11:41:00,,,Nevada: Clark County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1127,2020-01-01,May,2020-05-22 00:00:00,16:35:00,2020-05-23 00:00:00.000000000,15:29:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,108190,Loss of electric service to more than 50000 customers for 1 hour or more
1128,2020-01-01,May,2020-05-24 00:00:00,16:45:00,,,Central Oklahoma,SPP RE,Severe Weather,Unknown,54000,Loss of electric service to more than 50000 customers for 1 hour or more
1129,2020-01-01,May,2020-05-25 00:00:00,10:58:00,2020-05-25 00:00:00.000000000,13:00:00,Texas: Kerr County;,TRE,Transmission Interruption,8,3745,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1130,2020-01-01,May,2020-05-27 00:00:00,17:15:00,2020-05-29 00:00:00.000000000,06:30:00,Texas: Harris County;,TRE,Severe Weather,Unknown,382000,Loss of electric service to more than 50000 customers for 1 hour or more
1131,2020-01-01,May,2020-05-27 00:00:00,17:20:00,,,Texas:,TRE,Severe Weather,Unknown,273269,Loss of electric service to more than 50000 customers for 1 hour or more
1132,2020-01-01,May,2020-05-29 00:00:00,17:01:00,2020-05-29 00:00:00.000000000,18:57:00,Pennsylvania: Warren County;,RF,Transmission Interruption,0,0,Unexpected Transmission loss within its area contrary to design of three or more Bulk Electric System Facilities caused by a common disturbance excluding successful automatic reclosing
1133,2020-01-01,May,2020-05-29 00:00:00,17:30:00,2020-05-31 00:00:00.000000000,18:00:00,Minnesota: Hennepin County;,MRO,System Operations,0,0,Physical threat to its Bulk Electric System control center excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the control center Or suspicious device or activity at its Bulk Electric System control center
1134,2020-01-01,May,2020-05-29 00:00:00,21:37:00,2020-05-30 00:00:00.000000000,04:29:00,Ohio: Franklin County;,RF,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1135,2020-01-01,May,2020-05-30 00:00:00,22:20:00,2020-05-30 00:00:00.000000000,23:00:00,Texas: Bexar County;,TRE,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more
1136,2020-01-01,May,2020-05-31 00:00:00,21:30:00,2020-06-01 00:00:00.000000000,01:00:00,Alabama: Jefferson County;,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action
1137,2020-01-01,May,2020-05-31 00:00:00,00:15:00,,,Pennsylvania:,RF,Vandalism,0,0,Physical threat to its Bulk Electric System control center excluding weather or natural disaster related threats which has the potential to degrade the normal operation of the control center Or suspicious device or activity at its Bulk Electric System control center
